source,target,amount,transaction_count
CUST000165,CUST003727,485.71,1
CUST000165,CUST003849,479.53,1
CUST000165,CUST003874,492.09,1
CUST000165,CUST003990,755.79,1
CUST000165,CUST004025,347.61,1
CUST000165,CUST004111,383.53,1
CUST000165,CUST004331,662.31,1
CUST000165,CUST004475,270.18,1
CUST000165,CUST004520,252.28,1
CUST000165,CUST004555,322.33,1
CUST000165,CUST004604,326.67,1
CUST000165,CUST004628,857.98,1
CUST000165,CUST004651,407.97,1
CUST000165,CUST004793,473.85,1
CUST000165,CUST004845,336.14,1
CUST000165,CUST004897,173.38,1
CUST000165,CUST004980,272.63,1
CUST000166,AGT00013,539.5,1
CUST000166,AGT00033,1207.12,1
CUST000166,AGT00036,323.99,1
CUST000166,AGT00039,258.28,1
CUST000166,AGT00050,419.14,1
CUST000166,AGT00158,338.01,1
CUST000166,AGT00163,682.74,1
CUST000166,AGT00181,925.04,1
CUST000166,AGT00210,1026.54,1
CUST000166,AGT00217,558.88,1
CUST000166,AGT00290,365.66,1
CUST000166,AGT00297,636.9,1
CUST000166,CUST000065,1007.65,1
CUST000166,CUST000509,658.45,1
CUST000166,CUST000618,269.22,1
CUST000166,CUST000739,608.32,1
CUST000166,CUST000968,328.05,1
CUST000166,CUST000972,511.43,1
CUST000166,CUST001292,659.64,1
CUST000166,CUST001380,811.13,1
CUST000166,CUST001690,319.41,1
CUST000166,CUST002025,543.62,1
CUST000166,CUST002046,808.47,1
CUST000166,CUST002428,1101.81,1
CUST000166,CUST002535,397.35,1
CUST000166,CUST002689,498.68,1
CUST000166,CUST002974,8201.36,1
CUST000166,CUST003079,428.95,1
CUST000166,CUST003444,159.87,1
CUST000166,CUST003476,385.71,1
CUST000166,CUST003685,274.21,1
CUST000166,CUST003748,508.14,1
CUST000166,CUST003779,500.78,1
CUST000166,CUST004030,336.07,1
CUST000166,CUST004185,265.04,1
CUST000166,CUST004277,410.86,1
CUST000166,CUST004329,735.37,1
CUST000166,CUST004467,174.08,1
CUST000166,CUST004485,182.16,1
CUST000166,CUST004575,791.72,1
CUST000166,CUST004675,586.55,1
CUST000166,CUST004702,1784.62,1
CUST000166,CUST004837,836.92,1
CUST000166,CUST004988,276.27,1
CUST000167,AGT00011,1047.61,1
CUST000167,AGT00012,514.02,1
CUST000167,AGT00016,917.46,1
CUST000167,AGT00020,407.32,1
CUST000167,AGT00024,1366.63,1
CUST000167,AGT00029,360.95,1
CUST000167,AGT00050,326.13,1
CUST000167,AGT00081,280.72,1
CUST000167,AGT00083,592.47,1
CUST000167,AGT00085,895.73,1
CUST000167,AGT00089,415.38,1
CUST000167,AGT00099,576.11,1
CUST000167,AGT00109,723.52,1
CUST000167,AGT00111,577.38,1
CUST000167,AGT00114,1201.43,1
CUST000167,AGT00115,374.67,1
CUST000167,AGT00122,551.38,1
CUST000167,AGT00146,1277.65,1
CUST000167,AGT00150,770.04,1
CUST000167,AGT00161,563.88,1
CUST000167,AGT00175,631.01,1
CUST000167,AGT00177,1271.1,1
CUST000167,AGT00178,948.17,1
CUST000167,AGT00186,675.24,1
CUST000167,AGT00195,1098.88,1
CUST000167,AGT00212,1547.76,1
CUST000167,AGT00213,806.72,1
CUST000167,AGT00236,827.59,1
CUST000167,AGT00237,389.04,1
CUST000167,AGT00245,746.98,1
CUST000167,AGT00249,680.44,1
CUST000167,AGT00256,1420.77,1
CUST000167,AGT00259,884.06,1
CUST000167,AGT00268,652.75,1
CUST000167,AGT00275,925.21,1
CUST000167,AGT00298,684.05,1
CUST000167,CUST000024,880.27,1
CUST000167,CUST000025,663.4,1
CUST000167,CUST000088,503.14,1
CUST000167,CUST000526,579.45,1
CUST000167,CUST000621,1043.52,1
CUST000167,CUST000627,433.85,1
CUST000167,CUST000645,1012.59,1
CUST000167,CUST000680,853.71,1
CUST000167,CUST000702,419.71,1
CUST000167,CUST000736,798.98,2
CUST000167,CUST000764,738.24,1
CUST000167,CUST001108,489.29,1
CUST000167,CUST001281,801.76,1
CUST000167,CUST001346,413.87,1
CUST000167,CUST001501,537.74,1
CUST000167,CUST001674,337.57,1
CUST000167,CUST001709,1183.2,1
CUST000167,CUST001710,559.33,1
CUST000167,CUST001984,551.11,1
CUST000167,CUST002020,770.71,1
CUST000167,CUST002033,879.56,1
CUST000167,CUST002103,426.32,1
CUST000167,CUST002109,499.98,1
CUST000167,CUST002142,842.29,1
CUST000167,CUST002168,953.92,1
CUST000167,CUST002174,456.45,1
CUST000167,CUST002250,762.28,1
CUST000167,CUST002256,937.4,1
CUST000167,CUST002471,596.22,1
CUST000167,CUST002541,1483.15,1
CUST000167,CUST002559,612.96,1
CUST000167,CUST002565,1009.53,1
CUST000167,CUST002591,2068.36,1
CUST000167,CUST002597,585.63,1
CUST000167,CUST002732,771.61,1
CUST000167,CUST002787,342.54,1
CUST000167,CUST002944,931.29,1
CUST000167,CUST002977,9805.95,1
CUST000167,CUST002983,771.04,1
CUST000167,CUST002997,363.69,1
CUST000167,CUST003048,1688.84,1
CUST000167,CUST003061,698.57,1
CUST000167,CUST003209,1493.57,1
CUST000167,CUST003273,699.91,1
CUST000167,CUST003339,304.81,1
CUST000167,CUST003370,751.01,1
CUST000167,CUST003375,577.36,1
CUST000167,CUST003420,772.21,1
CUST000167,CUST003472,355.32,1
CUST000167,CUST003564,796.05,1
CUST000167,CUST003594,1231.11,1
CUST000167,CUST003603,1087.35,1
CUST000167,CUST003657,476.85,1
CUST000167,CUST003676,611.36,1
CUST000167,CUST003767,460.49,1
CUST000167,CUST003787,657.55,1
CUST000167,CUST003800,1123.89,1
CUST000167,CUST003830,409.37,1
CUST000167,CUST003902,1562.05,1
CUST000167,CUST004095,789.78,1
CUST000167,CUST004224,333.41,1
CUST000167,CUST004461,742.44,1
CUST000167,CUST004772,681.93,1
CUST000167,CUST004925,940.8,1
CUST000168,AGT00002,770.36,1
CUST000168,AGT00010,297.77,1
CUST000168,AGT00011,860.66,1
CUST000168,AGT00013,749.26,1
CUST000168,AGT00046,588.09,1
CUST000168,AGT00049,479.08,1
CUST000168,AGT00050,925.22,1
CUST000168,AGT00061,374.14,1
CUST000168,AGT00071,765.18,1
CUST000168,AGT00076,511.97,1
CUST000168,AGT00077,700.42,1
CUST000168,AGT00087,357.15,1
CUST000168,AGT00088,1672.77,1
CUST000168,AGT00093,3092.47,1
CUST000168,AGT00100,1155.14,1
CUST000168,AGT00108,1843.19,3
CUST000168,AGT00128,536.4,1
CUST000168,AGT00142,351.62,1
CUST000168,AGT00145,800.07,1
CUST000168,AGT00148,149.98,1
CUST000168,AGT00153,367.03,1
CUST000168,AGT00177,383.6,1
CUST000168,AGT00183,659.15,1
CUST000168,AGT00188,455.24,1
CUST000168,AGT00197,1346.17,1
CUST000168,AGT00219,805.2,1
CUST000168,AGT00230,688.18,1
CUST000168,AGT00241,1062.54,1
CUST000168,AGT00244,552.59,1
CUST000168,AGT00250,538.12,1
CUST000168,AGT00252,976.43,1
CUST000168,AGT00269,749.4,1
CUST000168,AGT00273,425.54,1
CUST000168,AGT00284,571.23,1
CUST000168,AGT00287,1639.84,2
CUST000168,AGT00292,298.43,1
CUST000168,AGT00293,638.92,1
CUST000168,AGT00299,298.71,1
CUST000168,CUST000004,616.55,1
CUST000168,CUST000028,646.34,1
CUST000168,CUST000102,1002.18,1
CUST000168,CUST000140,775.03,1
CUST000168,CUST000229,734.64,1
CUST000168,CUST000372,598.52,1
CUST000168,CUST000385,197.03,1
CUST000168,CUST000402,617.75,1
CUST000168,CUST000409,1041.85,1
CUST000168,CUST000420,338.0,1
CUST000168,CUST000511,405.34,1
CUST000168,CUST000699,142.03,1
CUST000168,CUST000711,344.07,1
CUST000168,CUST000897,778.63,1
CUST000168,CUST000900,922.56,1
CUST000168,CUST001066,518.66,1
CUST000168,CUST001070,474.52,1
CUST000168,CUST001131,757.78,1
CUST000168,CUST001330,511.63,1
CUST000168,CUST001351,425.64,1
CUST000168,CUST001372,456.45,1
CUST000168,CUST001374,550.61,1
CUST000168,CUST001449,460.93,1
CUST000168,CUST001459,1261.04,1
CUST000168,CUST001598,703.62,1
CUST000168,CUST001716,634.62,1
CUST000168,CUST001730,604.53,1
CUST000168,CUST001759,297.52,1
CUST000168,CUST001802,529.01,1
CUST000168,CUST001947,577.82,1
CUST000168,CUST002021,369.72,1
CUST000168,CUST002123,427.29,1
CUST000168,CUST002161,630.91,1
CUST000168,CUST002182,488.83,1
CUST000168,CUST002295,1268.85,1
CUST000168,CUST002336,527.56,1
CUST000168,CUST002338,267.15,1
CUST000168,CUST002448,516.64,1
CUST000168,CUST002548,588.03,1
CUST000168,CUST002639,908.56,1
CUST000168,CUST002672,777.94,1
CUST000168,CUST002788,238.05,1
CUST000168,CUST002804,546.96,1
CUST000168,CUST002854,704.47,1
CUST000168,CUST002865,306.58,1
CUST000168,CUST002958,526.43,1
CUST000168,CUST003058,355.97,1
CUST000168,CUST003065,970.12,1
CUST000168,CUST003123,432.06,1
CUST000168,CUST003203,453.85,1
CUST000168,CUST003395,437.32,1
CUST000168,CUST003413,885.44,1
CUST000168,CUST003481,730.49,1
CUST000168,CUST003502,968.88,1
CUST000168,CUST003510,717.91,1
CUST000168,CUST003515,273.15,1
CUST000168,CUST003516,267.49,1
CUST000168,CUST003532,299.69,1
CUST000168,CUST003545,515.83,1
CUST000168,CUST003597,461.37,1
CUST000168,CUST003633,333.65,1
CUST000168,CUST003771,778.59,1
CUST000168,CUST003832,936.48,1
CUST000168,CUST003882,382.62,1
CUST000168,CUST003974,396.31,1
CUST000168,CUST004066,727.28,1
CUST000168,CUST004102,952.53,1
CUST000168,CUST004184,1461.82,1
CUST000168,CUST004197,417.15,1
CUST000168,CUST004230,857.1,1
CUST000168,CUST004358,559.34,1
CUST000168,CUST004373,5785.33,1
CUST000168,CUST004392,757.75,1
CUST000168,CUST004404,416.86,1
CUST000168,CUST004440,696.51,1
CUST000168,CUST004454,1587.92,1
CUST000168,CUST004506,511.25,1
CUST000168,CUST004694,326.84,1
CUST000168,CUST004717,562.53,1
CUST000168,CUST004753,1335.05,2
CUST000168,CUST004774,807.6,1
CUST000168,CUST004779,645.78,1
CUST000168,CUST004860,428.8,1
CUST000168,CUST004961,662.98,1
CUST000168,CUST004976,728.37,1
CUST000168,CUST004996,518.22,1
CUST000169,AGT00104,1566.39,1
CUST000169,AGT00112,644.2,1
CUST000169,AGT00113,772.32,1
CUST000169,AGT00165,1209.06,1
CUST000169,AGT00171,448.32,1
CUST000169,AGT00173,317.17,1
CUST000169,AGT00192,330.53,1
CUST000169,AGT00254,1301.95,1
CUST000169,AGT00259,1532.33,1
CUST000169,AGT00297,353.15,1
CUST000169,CUST000090,389.18,1
CUST000169,CUST000385,1497.61,1
CUST000169,CUST000709,1258.16,1
CUST000169,CUST000723,722.02,1
CUST000169,CUST000902,945.42,1
CUST000169,CUST000939,1000.34,1
CUST000169,CUST000949,549.5,1
CUST000169,CUST001108,334.01,1
CUST000169,CUST001508,1513.34,1
CUST000169,CUST002064,13971.91,1
CUST000169,CUST002489,439.05,1
CUST000169,CUST002589,1471.89,1
CUST000169,CUST002783,520.34,1
CUST000169,CUST002861,804.61,1
CUST000169,CUST003165,2739.09,1
CUST000169,CUST003444,774.34,1
CUST000169,CUST003492,548.01,1
CUST000169,CUST003617,761.59,1
CUST000169,CUST003851,926.53,1
CUST000169,CUST004275,992.09,1
CUST000169,CUST004450,586.57,1
CUST000169,CUST004644,574.08,1
CUST000170,AGT00035,206.28,1
CUST000170,AGT00119,759.66,1
CUST000170,AGT00131,780.17,1
CUST000170,AGT00142,201.05,1
CUST000170,AGT00160,516.87,1
CUST000170,AGT00169,623.28,1
CUST000170,AGT00171,206.95,1
CUST000170,AGT00216,127.15,1
CUST000170,AGT00249,270.8,1
CUST000170,AGT00256,525.43,1
CUST000170,CUST000005,420.36,1
CUST000170,CUST000334,422.73,1
CUST000170,CUST000880,981.12,1
CUST000170,CUST001301,166.77,1
CUST000170,CUST001678,704.47,1
CUST000170,CUST001749,920.45,1
CUST000170,CUST002031,374.15,1
CUST000170,CUST002175,331.2,1
CUST000170,CUST002242,210.23,1
CUST000170,CUST002323,175.01,1
CUST000170,CUST002334,351.85,1
CUST000170,CUST002435,885.53,1
CUST000170,CUST003687,458.55,1
CUST000170,CUST003690,958.68,1
CUST000170,CUST003992,7942.39,1
CUST000170,CUST004296,614.43,1
CUST000170,CUST004479,263.94,1
CUST000170,CUST004744,836.42,1
CUST000171,AGT00008,1857.15,1
CUST000171,AGT00009,920.57,1
CUST000171,AGT00010,1463.5,1
CUST000171,AGT00024,1032.36,1
CUST000171,AGT00029,690.4,1
CUST000171,AGT00032,24432.22,2
CUST000171,AGT00037,597.26,1
CUST000171,AGT00044,1074.53,1
CUST000171,AGT00052,2746.3,2
CUST000171,AGT00063,933.15,1
CUST000171,AGT00086,714.91,1
CUST000171,AGT00096,1801.61,1
CUST000171,AGT00098,844.65,1
CUST000171,AGT00104,572.14,1
CUST000171,AGT00110,715.39,1
CUST000171,AGT00121,1223.15,2
CUST000171,AGT00147,2223.98,1
CUST000171,AGT00170,1746.69,1
CUST000171,AGT00180,663.19,1
CUST000171,AGT00187,2261.81,1
CUST000171,AGT00190,1582.34,1
CUST000171,AGT00191,1515.39,1
CUST000171,AGT00215,971.42,1
CUST000171,AGT00216,2265.58,1
CUST000171,AGT00222,1723.25,1
CUST000171,AGT00223,1462.44,1
CUST000171,AGT00226,885.97,1
CUST000171,AGT00237,2687.1,1
CUST000171,AGT00252,2524.91,1
CUST000171,AGT00259,797.64,1
CUST000171,AGT00268,1018.91,1
CUST000171,AGT00278,1608.68,1
CUST000171,AGT00281,1104.57,1
CUST000171,AGT00282,532.92,1
CUST000171,AGT00285,1491.65,1
CUST000171,AGT00296,1372.02,1
CUST000171,CUST000044,606.01,1
CUST000171,CUST000115,370.64,1
CUST000171,CUST000159,606.91,1
CUST000171,CUST000208,1758.61,1
CUST000171,CUST000241,2148.5,1
CUST000171,CUST000379,381.46,1
CUST000171,CUST000478,2529.14,1
CUST000171,CUST000635,2927.19,1
CUST000171,CUST000638,474.98,1
CUST000171,CUST000685,1290.73,1
CUST000171,CUST000695,708.98,1
CUST000171,CUST000802,541.24,1
CUST000171,CUST000903,1054.77,1
CUST000171,CUST000944,1013.63,1
CUST000171,CUST000952,480.97,1
CUST000171,CUST001086,2526.3999999999996,2
CUST000171,CUST001138,871.96,1
CUST000171,CUST001198,515.65,1
CUST000171,CUST001229,1597.99,1
CUST000171,CUST001415,1294.3,1
CUST000171,CUST001476,252.58,1
CUST000171,CUST001561,978.44,1
CUST000171,CUST001597,1288.5,1
CUST000171,CUST001714,2433.24,1
CUST000171,CUST001762,729.79,1
CUST000171,CUST001778,437.96,1
CUST000171,CUST001785,1371.35,1
CUST000171,CUST001824,1090.87,1
CUST000171,CUST001952,388.15,1
CUST000171,CUST002013,680.4,1
CUST000171,CUST002103,865.31,1
CUST000171,CUST002129,531.54,1
CUST000171,CUST002167,838.07,1
CUST000171,CUST002179,1179.7,1
CUST000171,CUST002180,1084.92,1
CUST000171,CUST002463,1365.9,1
CUST000171,CUST002585,196.49,1
CUST000171,CUST002627,294.76,1
CUST000171,CUST002670,946.92,1
CUST000171,CUST002681,1556.16,1
CUST000171,CUST002739,416.07,1
CUST000171,CUST002773,924.17,1
CUST000171,CUST002812,453.27,1
CUST000171,CUST002842,1564.78,1
CUST000171,CUST002843,650.94,1
CUST000171,CUST002867,1076.75,1
CUST000171,CUST002921,976.08,1
CUST000171,CUST002927,721.01,1
CUST000171,CUST002970,679.43,1
CUST000171,CUST003012,715.93,1
CUST000171,CUST003098,1990.2,1
CUST000171,CUST003186,1157.75,1
CUST000171,CUST003197,1423.4,1
CUST000171,CUST003269,1197.04,1
CUST000171,CUST003361,929.76,1
CUST000171,CUST003397,1236.33,1
CUST000171,CUST003411,748.82,1
CUST000171,CUST003427,1491.86,1
CUST000171,CUST003445,5680.32,1
CUST000171,CUST003448,1109.18,1
CUST000171,CUST003463,556.91,1
CUST000171,CUST003527,298.79,1
CUST000171,CUST003560,1148.07,1
CUST000171,CUST003608,1002.56,1
CUST000171,CUST003665,1281.8,1
CUST000171,CUST003741,878.08,1
CUST000171,CUST004170,710.88,1
CUST000171,CUST004178,2508.02,1
CUST000171,CUST004193,2421.82,1
CUST000171,CUST004267,1808.11,1
CUST000171,CUST004350,477.28,1
CUST000171,CUST004431,1121.85,1
CUST000171,CUST004462,1320.53,1
CUST000171,CUST004522,778.58,1
CUST000171,CUST004551,1398.6,1
CUST000171,CUST004609,1992.1,1
CUST000171,CUST004660,579.52,1
CUST000171,CUST004707,528.99,1
CUST000171,CUST004767,1366.74,1
CUST000171,CUST004808,829.46,1
CUST000171,CUST004900,1750.92,1
CUST000171,CUST004974,875.83,1
CUST000171,CUST004982,1496.86,1
CUST000172,AGT00022,333.11,1
CUST000172,AGT00023,866.63,1
CUST000172,AGT00047,704.92,1
CUST000172,AGT00061,447.05,1
CUST000172,AGT00067,401.87,1
CUST000172,AGT00071,338.75,1
CUST000172,AGT00077,250.38,1
CUST000172,AGT00080,1102.15,1
CUST000172,AGT00081,361.18,1
CUST000172,AGT00085,679.58,1
CUST000172,AGT00092,1520.65,1
CUST000172,AGT00111,310.65,1
CUST000172,AGT00131,1953.7,2
CUST000172,AGT00132,432.33,1
CUST000172,AGT00135,1196.03,1
CUST000172,AGT00136,404.37,1
CUST000172,AGT00138,413.21,1
CUST000172,AGT00144,618.0,1
CUST000172,AGT00158,487.58,1
CUST000172,AGT00164,281.2,1
CUST000172,AGT00177,156.23,1
CUST000172,AGT00180,701.11,1
CUST000172,AGT00182,509.25,1
CUST000172,AGT00183,492.36,1
CUST000172,AGT00198,731.49,1
CUST000172,AGT00202,551.7,1
CUST000172,AGT00204,507.64,1
CUST000172,AGT00215,1114.74,1
CUST000172,AGT00227,706.64,1
CUST000172,AGT00238,170.29,1
CUST000172,AGT00271,358.68,1
CUST000172,CUST000071,308.06,1
CUST000172,CUST000085,643.86,1
CUST000172,CUST000170,639.92,1
CUST000172,CUST000182,484.11,1
CUST000172,CUST000252,326.34,1
CUST000172,CUST000301,343.98,1
CUST000172,CUST000328,733.77,1
CUST000172,CUST000387,368.71,1
CUST000172,CUST000454,801.39,1
CUST000172,CUST000539,200.68,1
CUST000172,CUST000562,374.23,1
CUST000172,CUST000597,287.47,1
CUST000172,CUST000658,977.67,1
CUST000172,CUST000955,460.12,1
CUST000172,CUST000967,644.27,1
CUST000172,CUST001062,231.24,1
CUST000172,CUST001206,527.94,1
CUST000172,CUST001324,503.23,1
CUST000172,CUST001338,958.24,1
CUST000172,CUST001345,371.46,1
CUST000172,CUST001414,633.05,1
CUST000172,CUST001485,514.18,1
CUST000172,CUST001496,1258.95,1
CUST000172,CUST001662,642.1,1
CUST000172,CUST001703,697.38,1
CUST000172,CUST001726,982.5,1
CUST000172,CUST001737,237.36,1
CUST000172,CUST001751,611.28,1
CUST000172,CUST001779,1018.69,1
CUST000172,CUST002011,431.63,1
CUST000172,CUST002198,352.68,1
CUST000172,CUST002396,557.28,1
CUST000172,CUST002420,271.0,1
CUST000172,CUST002474,574.36,1
CUST000172,CUST002625,893.36,1
CUST000172,CUST002716,604.13,1
CUST000172,CUST002908,153.02,1
CUST000172,CUST003004,291.56,1
CUST000172,CUST003154,453.75,1
CUST000172,CUST003214,769.71,1
CUST000172,CUST003280,840.12,1
CUST000172,CUST003352,312.12,1
CUST000172,CUST003569,741.86,1
CUST000172,CUST003687,883.6,1
CUST000172,CUST003697,1289.05,1
CUST000172,CUST003719,986.88,1
CUST000172,CUST003775,290.34,1
CUST000172,CUST003838,267.33,1
CUST000172,CUST003922,1196.4,1
CUST000172,CUST003977,615.38,1
CUST000172,CUST004085,995.63,1
CUST000172,CUST004098,1319.03,1
CUST000172,CUST004172,962.0,1
CUST000172,CUST004454,283.3,1
CUST000172,CUST004623,717.33,1
CUST000172,CUST004678,2140.27,1
CUST000172,CUST004684,183.8,1
CUST000172,CUST004693,535.9,1
CUST000172,CUST004738,883.96,1
CUST000172,CUST004769,297.41,1
CUST000172,CUST004909,744.52,1
CUST000172,CUST004910,333.97,1
CUST000173,AGT00158,226.29,1
CUST000173,AGT00208,719.57,1
CUST000173,CUST001008,329.48,1
CUST000173,CUST003216,381.56,1
CUST000173,CUST003785,492.02,1
CUST000173,CUST004114,378.24,1
CUST000174,AGT00007,409.92,1
CUST000174,AGT00009,1271.6,1
CUST000174,AGT00028,364.97,1
CUST000174,AGT00035,448.87,1
CUST000174,AGT00051,671.15,1
CUST000174,AGT00076,653.75,1
CUST000174,AGT00082,295.21,1
CUST000174,AGT00093,810.9,1
CUST000174,AGT00094,685.58,1
CUST000174,AGT00101,265.61,1
CUST000174,AGT00102,552.62,1
CUST000174,AGT00119,576.3,1
CUST000174,AGT00137,610.17,1
CUST000174,AGT00164,709.21,1
CUST000174,AGT00174,319.41,1
CUST000174,AGT00175,414.79,1
CUST000174,AGT00179,378.76,1
CUST000174,AGT00193,561.02,1
CUST000174,AGT00199,676.95,1
CUST000174,AGT00203,287.8,1
CUST000174,AGT00205,188.32,1
CUST000174,AGT00206,679.83,1
CUST000174,AGT00217,564.88,1
CUST000174,AGT00235,164.8,1
CUST000174,AGT00238,311.49,1
CUST000174,AGT00262,472.11,1
CUST000174,AGT00265,475.28,1
CUST000174,AGT00280,375.4,1
CUST000174,AGT00295,338.71,1
CUST000174,AGT00296,310.65,1
CUST000174,AGT00297,785.66,1
CUST000174,AGT00298,293.6,1
CUST000174,CUST000027,582.48,1
CUST000174,CUST000093,449.32,1
CUST000174,CUST000239,526.89,1
CUST000174,CUST000255,341.81,1
CUST000174,CUST000424,540.37,1
CUST000174,CUST000635,487.89,1
CUST000174,CUST000646,1081.05,1
CUST000174,CUST000682,441.64,1
CUST000174,CUST000707,286.48,1
CUST000174,CUST000783,352.44,1
CUST000174,CUST000944,446.25,1
CUST000174,CUST001165,228.13,1
CUST000174,CUST001241,1013.99,1
CUST000174,CUST001245,641.11,1
CUST000174,CUST001474,226.96,1
CUST000174,CUST001740,630.55,1
CUST000174,CUST001816,299.49,1
CUST000174,CUST001857,666.44,1
CUST000174,CUST001860,615.09,1
CUST000174,CUST001913,721.8,1
CUST000174,CUST002132,336.08,1
CUST000174,CUST002135,879.2,1
CUST000174,CUST002335,425.69,1
CUST000174,CUST002371,133.86,1
CUST000174,CUST002379,190.59,1
CUST000174,CUST002405,415.72,1
CUST000174,CUST002406,623.04,1
CUST000174,CUST002424,587.36,1
CUST000174,CUST002432,1038.41,1
CUST000174,CUST002525,295.6,1
CUST000174,CUST002529,726.51,1
CUST000174,CUST002552,437.0,1
CUST000174,CUST002572,450.56,1
CUST000174,CUST002575,723.86,1
CUST000174,CUST002689,401.22,1
CUST000174,CUST002842,621.92,1
CUST000174,CUST002851,580.98,1
CUST000174,CUST002863,358.8,1
CUST000174,CUST002874,748.6,1
CUST000174,CUST002881,463.42,1
CUST000174,CUST002888,331.58,1
CUST000174,CUST002931,426.75,1
CUST000174,CUST002939,361.61,1
CUST000174,CUST002970,742.32,1
CUST000174,CUST002983,430.95,1
CUST000174,CUST003174,814.59,1
CUST000174,CUST003209,136.16,1
CUST000174,CUST003308,209.76,1
CUST000174,CUST003328,230.63,1
CUST000174,CUST003625,325.54,1
CUST000174,CUST003880,162.34,1
CUST000174,CUST003939,469.43,1
CUST000174,CUST004045,340.0,1
CUST000174,CUST004091,1145.46,1
CUST000174,CUST004094,881.39,1
CUST000174,CUST004106,202.76,1
CUST000174,CUST004160,356.85,1
CUST000174,CUST004269,1006.98,1
CUST000174,CUST004282,346.89,1
CUST000174,CUST004358,209.86,1
CUST000174,CUST004518,486.97,1
CUST000174,CUST004623,6100.03,1
CUST000174,CUST004722,611.22,1
CUST000174,CUST004739,617.45,1
CUST000174,CUST004751,404.48,1
CUST000174,CUST004850,247.36,1
CUST000175,AGT00023,229.94,1
CUST000175,AGT00083,354.98,1
CUST000175,AGT00088,250.13,1
CUST000175,AGT00098,437.52,1
CUST000175,AGT00160,260.78,1
CUST000175,AGT00185,596.49,1
CUST000175,AGT00190,123.0,1
CUST000175,AGT00220,163.58,1
CUST000175,AGT00223,147.33,1
CUST000175,AGT00251,129.41,1
CUST000175,AGT00285,230.83,1
CUST000175,AGT00299,141.23,1
CUST000175,CUST000082,76.54,1
CUST000175,CUST000205,213.27,1
CUST000175,CUST000221,145.41,1
CUST000175,CUST000553,757.03,1
CUST000175,CUST000554,247.76,1
CUST000175,CUST000557,173.17,1
CUST000175,CUST000580,76.53,1
CUST000175,CUST000694,372.93,1
CUST000175,CUST000930,39.23,1
CUST000175,CUST000960,470.47,1
CUST000175,CUST001495,2990.76,1
CUST000175,CUST001671,195.08,1
CUST000175,CUST001687,817.17,1
CUST000175,CUST002115,380.5,1
CUST000175,CUST002245,234.89,1
CUST000175,CUST002293,136.64,1
CUST000175,CUST002536,133.53,1
CUST000175,CUST002753,416.92,1
CUST000175,CUST003072,126.12,1
CUST000175,CUST003095,277.25,1
CUST000175,CUST003113,200.91,1
CUST000175,CUST003332,158.17,1
CUST000175,CUST003713,219.22,1
CUST000175,CUST003741,222.11,1
CUST000175,CUST003914,254.8,1
CUST000175,CUST004101,215.33,1
CUST000175,CUST004242,357.97,1
CUST000175,CUST004415,227.76,1
CUST000175,CUST004553,192.82,1
CUST000176,AGT00004,547.88,1
CUST000176,AGT00010,1223.86,1
CUST000176,AGT00018,2390.66,1
CUST000176,AGT00041,2353.83,1
CUST000176,AGT00047,3555.32,1
CUST000176,AGT00052,1031.69,1
CUST000176,AGT00055,1650.66,1
CUST000176,AGT00066,1223.76,1
CUST000176,AGT00067,654.7,1
CUST000176,AGT00075,1175.45,1
CUST000176,AGT00076,4206.77,1
CUST000176,AGT00085,1193.02,1
CUST000176,AGT00088,1995.28,1
CUST000176,AGT00098,2326.48,1
CUST000176,AGT00103,857.45,1
CUST000176,AGT00104,576.16,1
CUST000176,AGT00113,1693.22,1
CUST000176,AGT00115,3164.28,1
CUST000176,AGT00148,2337.34,1
CUST000176,AGT00150,3368.2,1
CUST000176,AGT00179,3146.89,1
CUST000176,AGT00180,3783.61,1
CUST000176,AGT00184,4231.97,1
CUST000176,AGT00186,1135.91,1
CUST000176,AGT00214,1961.35,1
CUST000176,AGT00216,728.91,1
CUST000176,AGT00218,1112.83,1
CUST000176,AGT00228,1755.59,1
CUST000176,AGT00231,1463.13,1
CUST000176,AGT00252,979.31,1
CUST000176,AGT00259,1305.11,1
CUST000176,AGT00277,1436.51,1
CUST000176,AGT00281,1598.3,1
CUST000176,AGT00282,2746.74,1
CUST000176,AGT00290,3006.11,1
CUST000176,AGT00292,1850.77,1
CUST000176,CUST000133,1272.69,1
CUST000176,CUST000146,1944.24,1
CUST000176,CUST000172,2496.96,1
CUST000176,CUST000186,1298.35,1
CUST000176,CUST000208,613.79,1
CUST000176,CUST000359,2574.52,1
CUST000176,CUST000412,1258.72,1
CUST000176,CUST000420,1887.19,1
CUST000176,CUST000427,1083.61,1
CUST000176,CUST000458,827.45,1
CUST000176,CUST000891,527.66,1
CUST000176,CUST000904,10169.92,1
CUST000176,CUST000908,2599.33,1
CUST000176,CUST000916,1853.55,1
CUST000176,CUST000990,2248.82,1
CUST000176,CUST001088,1421.96,1
CUST000176,CUST001238,1140.22,1
CUST000176,CUST001258,1505.46,1
CUST000176,CUST001264,1748.91,1
CUST000176,CUST001344,550.7,1
CUST000176,CUST001382,3128.34,1
CUST000176,CUST001429,2849.31,1
CUST000176,CUST001462,2405.65,1
CUST000176,CUST001736,544.04,1
CUST000176,CUST001755,1822.76,1
CUST000176,CUST001853,2591.66,1
CUST000176,CUST001864,1756.57,1
CUST000176,CUST001920,1397.58,1
