node_id,node_type
CUST002338,customer
CUST002339,customer
CUST002340,customer
CUST002341,customer
CUST002342,customer
CUST002343,customer
CUST002344,customer
CUST002345,customer
CUST002346,customer
CUST002347,customer
CUST002348,customer
CUST002349,customer
CUST002350,customer
CUST002351,customer
CUST002352,customer
CUST002353,customer
CUST002354,customer
CUST002355,customer
CUST002356,customer
CUST002357,customer
CUST002358,customer
CUST002359,customer
CUST002360,customer
CUST002361,customer
CUST002362,customer
CUST002363,customer
CUST002364,customer
CUST002365,customer
CUST002366,customer
CUST002367,customer
CUST002368,customer
CUST002369,customer
CUST002370,customer
CUST002371,customer
CUST002372,customer
CUST002373,customer
CUST002374,customer
CUST002375,customer
CUST002376,customer
CUST002377,customer
CUST002378,customer
CUST002379,customer
CUST002380,customer
CUST002381,customer
CUST002382,customer
CUST002383,customer
CUST002384,customer
CUST002385,customer
CUST002386,customer
CUST002387,customer
CUST002388,customer
CUST002389,customer
CUST002390,customer
CUST002391,customer
CUST002392,customer
CUST002393,customer
CUST002394,customer
CUST002395,customer
CUST002396,customer
CUST002397,customer
CUST002398,customer
CUST002399,customer
CUST002400,customer
CUST002401,customer
CUST002402,customer
CUST002403,customer
CUST002404,customer
CUST002405,customer
CUST002406,customer
CUST002407,customer
CUST002408,customer
CUST002409,customer
CUST002410,customer
CUST002411,customer
CUST002412,customer
CUST002413,customer
CUST002414,customer
CUST002415,customer
CUST002416,customer
CUST002417,customer
CUST002418,customer
CUST002419,customer
CUST002420,customer
CUST002421,customer
CUST002422,customer
CUST002423,customer
CUST002424,customer
CUST002425,customer
CUST002426,customer
CUST002427,customer
CUST002428,customer
CUST002429,customer
CUST002430,customer
CUST002431,customer
CUST002432,customer
CUST002433,customer
CUST002434,customer
CUST002435,customer
CUST002436,customer
CUST002437,customer
CUST002438,customer
CUST002439,customer
CUST002440,customer
CUST002441,customer
CUST002442,customer
CUST002443,customer
CUST002444,customer
CUST002445,customer
CUST002446,customer
CUST002447,customer
CUST002448,customer
CUST002449,customer
CUST002450,customer
CUST002451,customer
CUST002452,customer
CUST002453,customer
CUST002454,customer
CUST002455,customer
CUST002456,customer
CUST002457,customer
CUST002458,customer
CUST002459,customer
CUST002460,customer
CUST002461,customer
CUST002462,customer
CUST002463,customer
CUST002464,customer
CUST002465,customer
CUST002466,customer
CUST002467,customer
CUST002468,customer
CUST002469,customer
CUST002470,customer
CUST002471,customer
CUST002472,customer
CUST002473,customer
CUST002474,customer
CUST002475,customer
CUST002476,customer
CUST002477,customer
CUST002478,customer
CUST002479,customer
CUST002480,customer
CUST002481,customer
CUST002482,customer
CUST002483,customer
CUST002484,customer
CUST002485,customer
CUST002486,customer
CUST002487,customer
CUST002488,customer
CUST002489,customer
CUST002490,customer
CUST002491,customer
CUST002492,customer
CUST002493,customer
CUST002494,customer
CUST002495,customer
CUST002496,customer
CUST002497,customer
CUST002498,customer
CUST002499,customer
CUST002500,customer
CUST002501,customer
CUST002502,customer
CUST002503,customer
CUST002504,customer
CUST002505,customer
CUST002506,customer
CUST002507,customer
CUST002508,customer
CUST002509,customer
CUST002510,customer
CUST002511,customer
CUST002512,customer
CUST002513,customer
CUST002514,customer
CUST002515,customer
CUST002516,customer
CUST002517,customer
CUST002518,customer
CUST002519,customer
CUST002520,customer
CUST002521,customer
CUST002522,customer
CUST002523,customer
CUST002524,customer
CUST002525,customer
CUST002526,customer
CUST002527,customer
CUST002528,customer
CUST002529,customer
CUST002530,customer
CUST002531,customer
CUST002532,customer
CUST002533,customer
CUST002534,customer
CUST002535,customer
CUST002536,customer
CUST002537,customer
CUST002538,customer
CUST002539,customer
CUST002540,customer
CUST002541,customer
CUST002542,customer
CUST002543,customer
CUST002544,customer
CUST002545,customer
CUST002546,customer
CUST002547,customer
CUST002548,customer
CUST002549,customer
CUST002550,customer
CUST002551,customer
CUST002552,customer
CUST002553,customer
CUST002554,customer
CUST002555,customer
CUST002556,customer
CUST002557,customer
CUST002558,customer
CUST002559,customer
CUST002560,customer
CUST002561,customer
CUST002562,customer
CUST002563,customer
CUST002564,customer
CUST002565,customer
CUST002566,customer
CUST002567,customer
CUST002568,customer
CUST002569,customer
CUST002570,customer
CUST002571,customer
CUST002572,customer
CUST002573,customer
CUST002574,customer
CUST002575,customer
CUST002576,customer
CUST002577,customer
CUST002578,customer
CUST002579,customer
CUST002580,customer
CUST002581,customer
CUST002582,customer
CUST002583,customer
CUST002584,customer
CUST002585,customer
CUST002586,customer
CUST002587,customer
CUST002588,customer
CUST002589,customer
CUST002590,customer
CUST002591,customer
CUST002592,customer
CUST002593,customer
CUST002594,customer
CUST002595,customer
CUST002596,customer
CUST002597,customer
CUST002598,customer
CUST002599,customer
CUST002600,customer
CUST002601,customer
CUST002602,customer
CUST002603,customer
CUST002604,customer
CUST002605,customer
CUST002606,customer
CUST002607,customer
CUST002608,customer
CUST002609,customer
CUST002610,customer
CUST002611,customer
CUST002612,customer
CUST002613,customer
CUST002614,customer
CUST002615,customer
CUST002616,customer
CUST002617,customer
CUST002618,customer
CUST002619,customer
CUST002620,customer
CUST002621,customer
CUST002622,customer
CUST002623,customer
CUST002624,customer
CUST002625,customer
CUST002626,customer
CUST002627,customer
CUST002628,customer
CUST002629,customer
CUST002630,customer
CUST002631,customer
CUST002632,customer
CUST002633,customer
CUST002634,customer
CUST002635,customer
CUST002636,customer
CUST002637,customer
CUST002638,customer
CUST002639,customer
CUST002640,customer
CUST002641,customer
CUST002642,customer
CUST002643,customer
CUST002644,customer
CUST002645,customer
CUST002646,customer
CUST002647,customer
CUST002648,customer
CUST002649,customer
CUST002650,customer
CUST002651,customer
CUST002652,customer
CUST002653,customer
CUST002654,customer
CUST002655,customer
CUST002656,customer
CUST002657,customer
CUST002658,customer
CUST002659,customer
CUST002660,customer
CUST002661,customer
CUST002662,customer
CUST002663,customer
CUST002664,customer
CUST002665,customer
CUST002666,customer
CUST002667,customer
CUST002668,customer
CUST002669,customer
CUST002670,customer
CUST002671,customer
CUST002672,customer
CUST002673,customer
CUST002674,customer
CUST002675,customer
CUST002676,customer
CUST002677,customer
CUST002678,customer
CUST002679,customer
CUST002680,customer
CUST002681,customer
CUST002682,customer
CUST002683,customer
CUST002684,customer
CUST002685,customer
CUST002686,customer
CUST002687,customer
CUST002688,customer
CUST002689,customer
CUST002690,customer
CUST002691,customer
CUST002692,customer
CUST002693,customer
CUST002694,customer
CUST002695,customer
CUST002696,customer
CUST002697,customer
CUST002698,customer
CUST002699,customer
CUST002700,customer
CUST002701,customer
CUST002702,customer
CUST002703,customer
CUST002704,customer
CUST002705,customer
CUST002706,customer
CUST002707,customer
CUST002708,customer
CUST002709,customer
CUST002710,customer
CUST002711,customer
CUST002712,customer
CUST002713,customer
CUST002714,customer
CUST002715,customer
CUST002716,customer
CUST002717,customer
CUST002718,customer
CUST002719,customer
CUST002720,customer
CUST002721,customer
CUST002722,customer
CUST002723,customer
CUST002724,customer
CUST002725,customer
CUST002726,customer
CUST002727,customer
CUST002728,customer
CUST002729,customer
CUST002730,customer
CUST002731,customer
CUST002732,customer
CUST002733,customer
CUST002734,customer
CUST002735,customer
CUST002736,customer
CUST002737,customer
CUST002738,customer
CUST002739,customer
CUST002740,customer
CUST002741,customer
CUST002742,customer
CUST002743,customer
CUST002744,customer
CUST002745,customer
CUST002746,customer
CUST002747,customer
CUST002748,customer
CUST002749,customer
CUST002750,customer
CUST002751,customer
CUST002752,customer
CUST002753,customer
CUST002754,customer
CUST002755,customer
CUST002756,customer
CUST002757,customer
CUST002758,customer
CUST002759,customer
CUST002760,customer
CUST002761,customer
CUST002762,customer
CUST002763,customer
CUST002764,customer
CUST002765,customer
CUST002766,customer
CUST002767,customer
CUST002768,customer
CUST002769,customer
CUST002770,customer
CUST002771,customer
CUST002772,customer
CUST002773,customer
CUST002774,customer
CUST002775,customer
CUST002776,customer
CUST002777,customer
CUST002778,customer
CUST002779,customer
CUST002780,customer
CUST002781,customer
CUST002782,customer
CUST002783,customer
CUST002784,customer
CUST002785,customer
CUST002786,customer
CUST002787,customer
CUST002788,customer
CUST002789,customer
CUST002790,customer
CUST002791,customer
CUST002792,customer
CUST002793,customer
CUST002794,customer
CUST002795,customer
CUST002796,customer
CUST002797,customer
CUST002798,customer
CUST002799,customer
CUST002800,customer
CUST002801,customer
CUST002802,customer
CUST002803,customer
CUST002804,customer
CUST002805,customer
CUST002806,customer
CUST002807,customer
CUST002808,customer
CUST002809,customer
CUST002810,customer
CUST002811,customer
CUST002812,customer
CUST002813,customer
CUST002814,customer
CUST002815,customer
CUST002816,customer
CUST002817,customer
CUST002818,customer
CUST002819,customer
CUST002820,customer
CUST002821,customer
CUST002822,customer
CUST002823,customer
CUST002824,customer
CUST002825,customer
CUST002826,customer
CUST002827,customer
CUST002828,customer
CUST002829,customer
CUST002830,customer
CUST002831,customer
CUST002832,customer
CUST002833,customer
CUST002834,customer
CUST002835,customer
CUST002836,customer
CUST002837,customer
CUST002838,customer
CUST002839,customer
CUST002840,customer
CUST002841,customer
CUST002842,customer
CUST002843,customer
CUST002844,customer
CUST002845,customer
CUST002846,customer
CUST002847,customer
CUST002848,customer
CUST002849,customer
CUST002850,customer
CUST002851,customer
CUST002852,customer
CUST002853,customer
CUST002854,customer
CUST002855,customer
CUST002856,customer
CUST002857,customer
CUST002858,customer
CUST002859,customer
CUST002860,customer
CUST002861,customer
CUST002862,customer
CUST002863,customer
CUST002864,customer
CUST002865,customer
CUST002866,customer
CUST002867,customer
CUST002868,customer
CUST002869,customer
CUST002870,customer
CUST002871,customer
CUST002872,customer
CUST002873,customer
CUST002874,customer
CUST002875,customer
CUST002876,customer
CUST002877,customer
CUST002878,customer
CUST002879,customer
CUST002880,customer
CUST002881,customer
CUST002882,customer
CUST002883,customer
CUST002884,customer
CUST002885,customer
CUST002886,customer
CUST002887,customer
CUST002888,customer
CUST002889,customer
CUST002890,customer
CUST002891,customer
CUST002892,customer
CUST002893,customer
CUST002894,customer
CUST002895,customer
CUST002896,customer
CUST002897,customer
CUST002898,customer
CUST002899,customer
CUST002900,customer
CUST002901,customer
CUST002902,customer
CUST002903,customer
CUST002904,customer
CUST002905,customer
CUST002906,customer
CUST002907,customer
CUST002908,customer
CUST002909,customer
CUST002910,customer
CUST002911,customer
CUST002912,customer
CUST002913,customer
CUST002914,customer
CUST002915,customer
CUST002916,customer
CUST002917,customer
CUST002918,customer
CUST002919,customer
CUST002920,customer
CUST002921,customer
CUST002922,customer
CUST002923,customer
CUST002924,customer
CUST002925,customer
CUST002926,customer
CUST002927,customer
CUST002928,customer
CUST002929,customer
CUST002930,customer
CUST002931,customer
CUST002932,customer
CUST002933,customer
CUST002934,customer
CUST002935,customer
CUST002936,customer
CUST002937,customer
CUST002938,customer
CUST002939,customer
CUST002940,customer
CUST002941,customer
CUST002942,customer
CUST002943,customer
CUST002944,customer
CUST002945,customer
CUST002946,customer
CUST002947,customer
CUST002948,customer
CUST002949,customer
CUST002950,customer
CUST002951,customer
CUST002952,customer
CUST002953,customer
CUST002954,customer
CUST002955,customer
CUST002956,customer
CUST002957,customer
CUST002958,customer
CUST002959,customer
CUST002960,customer
CUST002961,customer
CUST002962,customer
CUST002963,customer
CUST002964,customer
CUST002965,customer
CUST002966,customer
CUST002967,customer
CUST002968,customer
CUST002969,customer
CUST002970,customer
CUST002971,customer
CUST002972,customer
CUST002973,customer
CUST002974,customer
CUST002975,customer
CUST002976,customer
CUST002977,customer
CUST002978,customer
CUST002979,customer
CUST002980,customer
CUST002981,customer
CUST002982,customer
CUST002983,customer
CUST002984,customer
CUST002985,customer
CUST002986,customer
CUST002987,customer
CUST002988,customer
CUST002989,customer
CUST002990,customer
CUST002991,customer
CUST002992,customer
CUST002993,customer
CUST002994,customer
CUST002995,customer
CUST002996,customer
CUST002997,customer
CUST002998,customer
CUST002999,customer
CUST003000,customer
CUST003001,customer
CUST003002,customer
CUST003003,customer
CUST003004,customer
CUST003005,customer
CUST003006,customer
CUST003007,customer
CUST003008,customer
CUST003009,customer
CUST003010,customer
CUST003011,customer
CUST003012,customer
CUST003013,customer
CUST003014,customer
CUST003015,customer
CUST003016,customer
CUST003017,customer
CUST003018,customer
CUST003019,customer
CUST003020,customer
CUST003021,customer
CUST003022,customer
CUST003023,customer
CUST003024,customer
CUST003025,customer
CUST003026,customer
CUST003027,customer
CUST003028,customer
CUST003029,customer
CUST003030,customer
CUST003031,customer
CUST003032,customer
CUST003033,customer
CUST003034,customer
CUST003035,customer
CUST003036,customer
CUST003037,customer
CUST003038,customer
CUST003039,customer
CUST003040,customer
CUST003041,customer
CUST003042,customer
CUST003043,customer
CUST003044,customer
CUST003045,customer
CUST003046,customer
CUST003047,customer
CUST003048,customer
CUST003049,customer
CUST003050,customer
CUST003051,customer
CUST003052,customer
CUST003053,customer
CUST003054,customer
CUST003055,customer
CUST003056,customer
CUST003057,customer
CUST003058,customer
CUST003059,customer
CUST003060,customer
CUST003061,customer
CUST003062,customer
CUST003063,customer
CUST003064,customer
CUST003065,customer
CUST003066,customer
CUST003067,customer
CUST003068,customer
CUST003069,customer
CUST003070,customer
CUST003071,customer
CUST003072,customer
CUST003073,customer
CUST003074,customer
CUST003075,customer
CUST003076,customer
CUST003077,customer
CUST003078,customer
CUST003079,customer
CUST003080,customer
CUST003081,customer
CUST003082,customer
CUST003083,customer
CUST003084,customer
CUST003085,customer
CUST003086,customer
CUST003087,customer
CUST003088,customer
CUST003089,customer
CUST003090,customer
CUST003091,customer
CUST003092,customer
CUST003093,customer
CUST003094,customer
CUST003095,customer
CUST003096,customer
CUST003097,customer
CUST003098,customer
CUST003099,customer
CUST003100,customer
CUST003101,customer
CUST003102,customer
CUST003103,customer
CUST003104,customer
CUST003105,customer
CUST003106,customer
CUST003107,customer
CUST003108,customer
CUST003109,customer
CUST003110,customer
CUST003111,customer
CUST003112,customer
CUST003113,customer
CUST003114,customer
CUST003115,customer
CUST003116,customer
CUST003117,customer
CUST003118,customer
CUST003119,customer
CUST003120,customer
CUST003121,customer
CUST003122,customer
CUST003123,customer
CUST003124,customer
CUST003125,customer
CUST003126,customer
CUST003127,customer
CUST003128,customer
CUST003129,customer
CUST003130,customer
CUST003131,customer
CUST003132,customer
CUST003133,customer
CUST003134,customer
CUST003135,customer
CUST003136,customer
CUST003137,customer
CUST003138,customer
CUST003139,customer
CUST003140,customer
CUST003141,customer
CUST003142,customer
CUST003143,customer
CUST003144,customer
CUST003145,customer
CUST003146,customer
CUST003147,customer
CUST003148,customer
CUST003149,customer
CUST003150,customer
CUST003151,customer
CUST003152,customer
CUST003153,customer
CUST003154,customer
CUST003155,customer
CUST003156,customer
CUST003157,customer
CUST003158,customer
CUST003159,customer
CUST003160,customer
CUST003161,customer
CUST003162,customer
CUST003163,customer
CUST003164,customer
CUST003165,customer
CUST003166,customer
CUST003167,customer
CUST003168,customer
CUST003169,customer
CUST003170,customer
CUST003171,customer
CUST003172,customer
CUST003173,customer
CUST003174,customer
CUST003175,customer
CUST003176,customer
CUST003177,customer
CUST003178,customer
CUST003179,customer
CUST003180,customer
CUST003181,customer
CUST003182,customer
CUST003183,customer
CUST003184,customer
CUST003185,customer
CUST003186,customer
CUST003187,customer
CUST003188,customer
CUST003189,customer
CUST003190,customer
CUST003191,customer
CUST003192,customer
CUST003193,customer
CUST003194,customer
CUST003195,customer
CUST003196,customer
CUST003197,customer
CUST003198,customer
CUST003199,customer
CUST003200,customer
CUST003201,customer
CUST003202,customer
CUST003203,customer
CUST003204,customer
CUST003205,customer
CUST003206,customer
CUST003207,customer
CUST003208,customer
CUST003209,customer
CUST003210,customer
CUST003211,customer
CUST003212,customer
CUST003213,customer
CUST003214,customer
CUST003215,customer
CUST003216,customer
CUST003217,customer
CUST003218,customer
CUST003219,customer
CUST003220,customer
CUST003221,customer
CUST003222,customer
CUST003223,customer
CUST003224,customer
CUST003225,customer
CUST003226,customer
CUST003227,customer
CUST003228,customer
CUST003229,customer
CUST003230,customer
CUST003231,customer
CUST003232,customer
CUST003233,customer
CUST003234,customer
CUST003235,customer
CUST003236,customer
CUST003237,customer
CUST003238,customer
CUST003239,customer
CUST003240,customer
CUST003241,customer
CUST003242,customer
CUST003243,customer
CUST003244,customer
CUST003245,customer
CUST003246,customer
CUST003247,customer
CUST003248,customer
CUST003249,customer
CUST003250,customer
CUST003251,customer
CUST003252,customer
CUST003253,customer
CUST003254,customer
CUST003255,customer
CUST003256,customer
CUST003257,customer
CUST003258,customer
CUST003259,customer
CUST003260,customer
CUST003261,customer
CUST003262,customer
CUST003263,customer
CUST003264,customer
CUST003265,customer
CUST003266,customer
CUST003267,customer
CUST003268,customer
CUST003269,customer
CUST003270,customer
CUST003271,customer
CUST003272,customer
CUST003273,customer
CUST003274,customer
CUST003275,customer
CUST003276,customer
CUST003277,customer
CUST003278,customer
CUST003279,customer
CUST003280,customer
CUST003281,customer
CUST003282,customer
CUST003283,customer
CUST003284,customer
CUST003285,customer
CUST003286,customer
CUST003287,customer
CUST003288,customer
CUST003289,customer
CUST003290,customer
CUST003291,customer
CUST003292,customer
CUST003293,customer
CUST003294,customer
CUST003295,customer
CUST003296,customer
CUST003297,customer
CUST003298,customer
CUST003299,customer
CUST003300,customer
CUST003301,customer
CUST003302,customer
CUST003303,customer
CUST003304,customer
CUST003305,customer
CUST003306,customer
CUST003307,customer
CUST003308,customer
CUST003309,customer
CUST003310,customer
CUST003311,customer
CUST003312,customer
CUST003313,customer
CUST003314,customer
CUST003315,customer
CUST003316,customer
CUST003317,customer
CUST003318,customer
CUST003319,customer
CUST003320,customer
CUST003321,customer
CUST003322,customer
CUST003323,customer
CUST003324,customer
CUST003325,customer
CUST003326,customer
CUST003327,customer
CUST003328,customer
CUST003329,customer
CUST003330,customer
CUST003331,customer
CUST003332,customer
CUST003333,customer
CUST003334,customer
CUST003335,customer
CUST003336,customer
CUST003337,customer
CUST003338,customer
CUST003339,customer
CUST003340,customer
CUST003341,customer
CUST003342,customer
CUST003343,customer
CUST003344,customer
CUST003345,customer
CUST003346,customer
CUST003347,customer
CUST003348,customer
CUST003349,customer
CUST003350,customer
CUST003351,customer
CUST003352,customer
CUST003353,customer
CUST003354,customer
CUST003355,customer
CUST003356,customer
CUST003357,customer
CUST003358,customer
CUST003359,customer
CUST003360,customer
CUST003361,customer
CUST003362,customer
CUST003363,customer
CUST003364,customer
CUST003365,customer
CUST003366,customer
CUST003367,customer
CUST003368,customer
CUST003369,customer
CUST003370,customer
CUST003371,customer
CUST003372,customer
CUST003373,customer
CUST003374,customer
CUST003375,customer
CUST003376,customer
CUST003377,customer
CUST003378,customer
CUST003379,customer
CUST003380,customer
CUST003381,customer
CUST003382,customer
CUST003383,customer
CUST003384,customer
CUST003385,customer
CUST003386,customer
CUST003387,customer
CUST003388,customer
CUST003389,customer
CUST003390,customer
CUST003391,customer
CUST003392,customer
CUST003393,customer
CUST003394,customer
CUST003395,customer
CUST003396,customer
CUST003397,customer
CUST003398,customer
CUST003399,customer
CUST003400,customer
CUST003401,customer
CUST003402,customer
CUST003403,customer
CUST003404,customer
CUST003405,customer
CUST003406,customer
CUST003407,customer
CUST003408,customer
CUST003409,customer
CUST003410,customer
CUST003411,customer
CUST003412,customer
CUST003413,customer
CUST003414,customer
CUST003415,customer
CUST003416,customer
CUST003417,customer
CUST003418,customer
CUST003419,customer
CUST003420,customer
CUST003421,customer
CUST003422,customer
CUST003423,customer
CUST003424,customer
CUST003425,customer
CUST003426,customer
CUST003427,customer
CUST003428,customer
CUST003429,customer
CUST003430,customer
CUST003431,customer
CUST003432,customer
CUST003433,customer
CUST003434,customer
CUST003435,customer
CUST003436,customer
CUST003437,customer
CUST003438,customer
CUST003439,customer
CUST003440,customer
CUST003441,customer
CUST003442,customer
CUST003443,customer
CUST003444,customer
CUST003445,customer
CUST003446,customer
CUST003447,customer
CUST003448,customer
CUST003449,customer
CUST003450,customer
CUST003451,customer
CUST003452,customer
CUST003453,customer
CUST003454,customer
CUST003455,customer
CUST003456,customer
CUST003457,customer
CUST003458,customer
CUST003459,customer
CUST003460,customer
CUST003461,customer
CUST003462,customer
CUST003463,customer
CUST003464,customer
CUST003465,customer
CUST003466,customer
CUST003467,customer
CUST003468,customer
CUST003469,customer
CUST003470,customer
CUST003471,customer
CUST003472,customer
CUST003473,customer
CUST003474,customer
CUST003475,customer
CUST003476,customer
CUST003477,customer
CUST003478,customer
CUST003479,customer
CUST003480,customer
CUST003481,customer
CUST003482,customer
CUST003483,customer
CUST003484,customer
CUST003485,customer
CUST003486,customer
CUST003487,customer
CUST003488,customer
CUST003489,customer
CUST003490,customer
CUST003491,customer
CUST003492,customer
CUST003493,customer
CUST003494,customer
CUST003495,customer
CUST003496,customer
CUST003497,customer
CUST003498,customer
CUST003499,customer
CUST003500,customer
CUST003501,customer
CUST003502,customer
CUST003503,customer
CUST003504,customer
CUST003505,customer
CUST003506,customer
CUST003507,customer
CUST003508,customer
CUST003509,customer
CUST003510,customer
CUST003511,customer
CUST003512,customer
CUST003513,customer
CUST003514,customer
CUST003515,customer
CUST003516,customer
CUST003517,customer
CUST003518,customer
CUST003519,customer
CUST003520,customer
CUST003521,customer
CUST003522,customer
CUST003523,customer
CUST003524,customer
CUST003525,customer
CUST003526,customer
CUST003527,customer
CUST003528,customer
CUST003529,customer
CUST003530,customer
CUST003531,customer
CUST003532,customer
CUST003533,customer
CUST003534,customer
CUST003535,customer
CUST003536,customer
CUST003537,customer
CUST003538,customer
CUST003539,customer
CUST003540,customer
CUST003541,customer
CUST003542,customer
CUST003543,customer
CUST003544,customer
CUST003545,customer
CUST003546,customer
CUST003547,customer
CUST003548,customer
CUST003549,customer
CUST003550,customer
CUST003551,customer
CUST003552,customer
CUST003553,customer
CUST003554,customer
CUST003555,customer
CUST003556,customer
CUST003557,customer
CUST003558,customer
CUST003559,customer
CUST003560,customer
CUST003561,customer
CUST003562,customer
CUST003563,customer
CUST003564,customer
CUST003565,customer
CUST003566,customer
CUST003567,customer
CUST003568,customer
CUST003569,customer
CUST003570,customer
CUST003571,customer
CUST003572,customer
CUST003573,customer
CUST003574,customer
CUST003575,customer
CUST003576,customer
CUST003577,customer
CUST003578,customer
CUST003579,customer
CUST003580,customer
CUST003581,customer
CUST003582,customer
CUST003583,customer
CUST003584,customer
CUST003585,customer
CUST003586,customer
CUST003587,customer
CUST003588,customer
CUST003589,customer
CUST003590,customer
CUST003591,customer
CUST003592,customer
CUST003593,customer
CUST003594,customer
CUST003595,customer
CUST003596,customer
CUST003597,customer
CUST003598,customer
CUST003599,customer
CUST003600,customer
CUST003601,customer
CUST003602,customer
CUST003603,customer
CUST003604,customer
CUST003605,customer
CUST003606,customer
CUST003607,customer
CUST003608,customer
CUST003609,customer
CUST003610,customer
CUST003611,customer
CUST003612,customer
CUST003613,customer
CUST003614,customer
CUST003615,customer
CUST003616,customer
CUST003617,customer
CUST003618,customer
CUST003619,customer
CUST003620,customer
CUST003621,customer
CUST003622,customer
CUST003623,customer
CUST003624,customer
CUST003625,customer
CUST003626,customer
CUST003627,customer
CUST003628,customer
CUST003629,customer
CUST003630,customer
CUST003631,customer
CUST003632,customer
CUST003633,customer
CUST003634,customer
CUST003635,customer
CUST003636,customer
CUST003637,customer
CUST003638,customer
CUST003639,customer
CUST003640,customer
CUST003641,customer
CUST003642,customer
CUST003643,customer
CUST003644,customer
CUST003645,customer
CUST003646,customer
CUST003647,customer
CUST003648,customer
CUST003649,customer
CUST003650,customer
CUST003651,customer
CUST003652,customer
CUST003653,customer
CUST003654,customer
CUST003655,customer
CUST003656,customer
CUST003657,customer
CUST003658,customer
CUST003659,customer
CUST003660,customer
CUST003661,customer
CUST003662,customer
CUST003663,customer
CUST003664,customer
CUST003665,customer
CUST003666,customer
CUST003667,customer
CUST003668,customer
CUST003669,customer
CUST003670,customer
CUST003671,customer
CUST003672,customer
CUST003673,customer
CUST003674,customer
CUST003675,customer
CUST003676,customer
CUST003677,customer
CUST003678,customer
CUST003679,customer
CUST003680,customer
CUST003681,customer
CUST003682,customer
CUST003683,customer
CUST003684,customer
CUST003685,customer
CUST003686,customer
CUST003687,customer
CUST003688,customer
CUST003689,customer
CUST003690,customer
CUST003691,customer
CUST003692,customer
CUST003693,customer
CUST003694,customer
CUST003695,customer
CUST003696,customer
CUST003697,customer
CUST003698,customer
CUST003699,customer
CUST003700,customer
CUST003701,customer
CUST003702,customer
CUST003703,customer
CUST003704,customer
CUST003705,customer
CUST003706,customer
CUST003707,customer
CUST003708,customer
CUST003709,customer
CUST003710,customer
CUST003711,customer
CUST003712,customer
CUST003713,customer
CUST003714,customer
CUST003715,customer
CUST003716,customer
CUST003717,customer
CUST003718,customer
CUST003719,customer
CUST003720,customer
CUST003721,customer
CUST003722,customer
CUST003723,customer
CUST003724,customer
CUST003725,customer
CUST003726,customer
CUST003727,customer
CUST003728,customer
CUST003729,customer
CUST003730,customer
CUST003731,customer
CUST003732,customer
CUST003733,customer
CUST003734,customer
CUST003735,customer
CUST003736,customer
CUST003737,customer
CUST003738,customer
CUST003739,customer
CUST003740,customer
CUST003741,customer
CUST003742,customer
CUST003743,customer
CUST003744,customer
CUST003745,customer
CUST003746,customer
CUST003747,customer
CUST003748,customer
CUST003749,customer
CUST003750,customer
CUST003751,customer
CUST003752,customer
CUST003753,customer
CUST003754,customer
CUST003755,customer
CUST003756,customer
CUST003757,customer
CUST003758,customer
CUST003759,customer
CUST003760,customer
CUST003761,customer
CUST003762,customer
CUST003763,customer
CUST003764,customer
CUST003765,customer
CUST003766,customer
CUST003767,customer
CUST003768,customer
CUST003769,customer
CUST003770,customer
CUST003771,customer
CUST003772,customer
CUST003773,customer
CUST003774,customer
CUST003775,customer
CUST003776,customer
CUST003777,customer
CUST003778,customer
CUST003779,customer
CUST003780,customer
CUST003781,customer
CUST003782,customer
CUST003783,customer
CUST003784,customer
CUST003785,customer
CUST003786,customer
CUST003787,customer
CUST003788,customer
CUST003789,customer
CUST003790,customer
CUST003791,customer
CUST003792,customer
CUST003793,customer
CUST003794,customer
CUST003795,customer
CUST003796,customer
CUST003797,customer
CUST003798,customer
CUST003799,customer
CUST003800,customer
CUST003801,customer
CUST003802,customer
CUST003803,customer
CUST003804,customer
CUST003805,customer
CUST003806,customer
CUST003807,customer
CUST003808,customer
CUST003809,customer
CUST003810,customer
CUST003811,customer
CUST003812,customer
CUST003813,customer
CUST003814,customer
CUST003815,customer
CUST003816,customer
CUST003817,customer
CUST003818,customer
CUST003819,customer
CUST003820,customer
CUST003821,customer
CUST003822,customer
CUST003823,customer
CUST003824,customer
CUST003825,customer
CUST003826,customer
CUST003827,customer
CUST003828,customer
CUST003829,customer
CUST003830,customer
CUST003831,customer
CUST003832,customer
CUST003833,customer
CUST003834,customer
CUST003835,customer
CUST003836,customer
CUST003837,customer
CUST003838,customer
CUST003839,customer
CUST003840,customer
CUST003841,customer
CUST003842,customer
CUST003843,customer
CUST003844,customer
CUST003845,customer
CUST003846,customer
CUST003847,customer
CUST003848,customer
CUST003849,customer
CUST003850,customer
CUST003851,customer
CUST003852,customer
CUST003853,customer
CUST003854,customer
CUST003855,customer
CUST003856,customer
CUST003857,customer
CUST003858,customer
CUST003859,customer
CUST003860,customer
CUST003861,customer
CUST003862,customer
CUST003863,customer
CUST003864,customer
CUST003865,customer
CUST003866,customer
CUST003867,customer
CUST003868,customer
CUST003869,customer
CUST003870,customer
CUST003871,customer
CUST003872,customer
CUST003873,customer
CUST003874,customer
CUST003875,customer
CUST003876,customer
CUST003877,customer
CUST003878,customer
CUST003879,customer
CUST003880,customer
CUST003881,customer
CUST003882,customer
CUST003883,customer
CUST003884,customer
CUST003885,customer
CUST003886,customer
CUST003887,customer
CUST003888,customer
CUST003889,customer
CUST003890,customer
CUST003891,customer
