device_id,sim_id,customer_id,first_seen_date,is_current,is_unauthorized,device_age_days,os_type,sim_change_count,linked_account_count,device_risk_score
DEV0000906,SIM0000906,CUST000906,2025-10-26,True,False,156,Android,0,1,0.048
DEV0000907,SIM0000907,CUST000907,2025-01-25,True,False,430,Android,1,1,0.072
DEV0000908,SIM0000908,CUST000908,2025-05-20,True,False,315,Android,0,1,0.161
DEV0000909,SIM0000909,CUST000909,2025-11-24,True,False,127,Android,0,1,0.231
DEV0000910,SIM0000910,CUST000910,2024-01-10,True,False,811,Android,0,1,0.084
DEV0000911,SIM0000911,CUST000911,2024-08-10,True,False,598,Android,0,1,0.274
DEV0000912,SIM0000912,CUST000912,2024-03-20,True,False,741,Android,1,1,0.398
DEV0000913,SIM0000913,CUST000913,2025-06-04,True,False,300,Android,0,1,0.334
DEV0000914,SIM0000914,CUST000914,2025-08-22,True,False,221,Android,0,1,0.091
DEV0000915,SIM0000915,CUST000915,2024-10-16,True,False,531,Android,0,1,0.032
DEV0000916,SIM0000916,CUST000916,2024-06-20,True,False,649,Android,0,1,0.205
DEV0000917,SIM0000917,CUST000917,2025-03-15,True,False,381,Android,0,1,0.141
DEV0000918,SIM0000918,CUST000918,2024-12-01,True,False,485,Android,0,1,0.075
DEV0000919,SIM0000919,CUST000919,2025-04-13,True,False,352,Android,0,1,0.049
DEV0000920,SIM0000920,CUST000920,2020-10-04,True,False,2004,Android,0,1,0.156
DEV0000921,SIM0000921,CUST000921,2025-09-20,True,False,192,Android,0,1,0.231
DEV0000922,SIM0000922,CUST000922,2025-02-07,True,False,417,Android,0,1,0.078
DEV0000923,SIM0000923,CUST000923,2023-01-20,True,False,1166,Android,1,1,0.196
DEV0000924,SIM0000924,CUST000924,2023-01-10,True,False,1176,Android,0,1,0.186
DEV0000925,SIM0000925,CUST000925,2025-08-30,True,False,213,Android,0,1,0.046
DEV0000926,SIM0000926,CUST000926,2022-12-18,True,False,1199,Android,0,1,0.111
DEV0000927,SIM0000927,CUST000927,2025-12-29,True,False,92,Android,0,1,0.073
DEV0000928,SIM0000928,CUST000928,2024-12-18,True,False,468,Android,0,1,0.17
DEV0000929,SIM0000929,CUST000929,2025-08-21,True,False,222,Android,0,1,0.304
DEV0000930,SIM0000930,CUST000930,2023-11-25,True,False,857,Android,2,1,0.082
DEV0000931,SIM0000931,CUST000931,2025-09-05,True,False,207,Android,0,1,0.072
DEV0000932,SIM0000932,CUST000932,2025-07-31,True,False,243,Android,0,1,0.316
DEV0000933,SIM0000933,CUST000933,2024-06-12,True,False,657,Android,0,1,0.035
DEV0000934,SIM0000934,CUST000934,2025-09-30,True,False,182,iOS,0,1,0.318
DEV0000935,SIM0000935,CUST000935,2025-11-18,True,False,133,Android,0,1,0.117
DEV0000936,SIM0000936,CUST000936,2025-11-07,True,False,144,Android,0,1,0.195
DEV0000937,SIM0000937,CUST000937,2024-04-19,True,False,711,Android,0,1,0.082
DEV0000938,SIM0000938,CUST000938,2025-12-05,True,False,116,Android,0,1,0.244
DEV0000939,SIM0000939,CUST000939,2025-12-04,True,False,117,Android,1,1,0.282
DEV0000940,SIM0000940,CUST000940,2025-09-27,True,False,185,Android,0,1,0.074
DEV0000941,SIM0000941,CUST000941,2022-11-05,True,False,1242,Android,0,1,0.112
DEV0000942,SIM0000942,CUST000942,2025-05-04,True,False,331,Android,0,1,0.418
DEV0000943,SIM0000943,CUST000943,2025-10-20,True,False,162,Android,0,1,0.136
DEV0000944,SIM0000944,CUST000944,2025-02-24,True,False,400,Android,0,1,0.275
DEV0000945,SIM0000945,CUST000945,2025-11-21,True,False,130,Android,0,1,0.219
DEV0000946,SIM0000946,CUST000946,2025-05-21,True,False,314,Android,0,1,0.085
DEV0000947,SIM0000947,CUST000947,2024-11-08,True,False,508,Android,1,1,0.165
DEV0000948,SIM0000948,CUST000948,2025-10-23,True,False,159,Android,0,1,0.224
DEV0000949,SIM0000949,CUST000949,2025-07-05,True,False,269,Android,1,1,0.034
DEV0000950,SIM0000950,CUST000950,2025-09-06,True,False,206,Android,0,1,0.283
DEV0000951,SIM0000951,CUST000951,2025-10-06,True,False,176,Android,0,1,0.323
DEV0000952,SIM0000952,CUST000952,2025-11-20,True,False,131,Android,0,1,0.05
DEV0000953,SIM0000953,CUST000953,2025-12-23,True,False,98,Android,0,1,0.29
DEV0000954,SIM0000954,CUST000954,2024-11-20,True,False,496,iOS,0,1,0.231
DEV0000955,SIM0000955,CUST000955,2025-02-28,True,False,396,Android,0,1,0.19
DEV0000956,SIM0000956,CUST000956,2024-12-23,True,False,463,Android,0,1,0.364
DEV0000957,SIM0000957,CUST000957,2025-06-28,True,False,276,Android,0,1,0.081
DEV0000958,SIM0000958,CUST000958,2024-02-20,True,False,770,Android,1,1,0.194
DEV0000959,SIM0000959,CUST000959,2025-07-17,True,False,257,Android,0,1,0.064
DEV0000960,SIM0000960,CUST000960,2025-05-28,True,False,307,Android,0,1,0.256
DEV0000961,SIM0000961,CUST000961,2023-11-04,True,False,878,Android,0,1,0.061
DEV0000962,SIM0000962,CUST000962,2025-11-09,True,False,142,Android,0,1,0.111
DEV0000963,SIM0000963,CUST000963,2024-01-07,True,False,814,Android,0,1,0.082
DEV0000964,SIM0000964,CUST000964,2024-04-23,True,False,707,Android,0,1,0.167
DEV0000965,SIM0000965,CUST000965,2025-01-14,True,False,441,Android,0,1,0.385
DEV0000966,SIM0000966,CUST000966,2025-09-22,True,False,190,Android,0,1,0.164
DEV0000967,SIM0000967,CUST000967,2025-10-08,True,False,174,Android,0,1,0.03
DEV0000968,SIM0000968,CUST000968,2024-05-07,True,False,693,Android,0,1,0.253
DEV0000969,SIM0000969,CUST000969,2024-11-29,True,False,487,Android,0,1,0.315
DEV0000970,SIM0000970,CUST000970,2024-07-19,True,False,620,Android,0,1,0.17
DEV0000971,SIM0000971,CUST000971,2025-10-29,True,False,153,Android,0,1,0.085
DEV0000972,SIM0000972,CUST000972,2024-10-13,True,False,534,Android,1,1,0.046
DEV0000973,SIM0000973,CUST000973,2025-10-08,True,False,174,Android,0,1,0.36
DEV0000974,SIM0000974,CUST000974,2025-09-30,True,False,182,Android,1,1,0.158
DEV0000975,SIM0000975,CUST000975,2025-10-10,True,False,172,Android,0,1,0.032
DEV0000976,SIM0000976,CUST000976,2023-06-18,True,False,1017,Android,0,1,0.111
DEV0000977,SIM0000977,CUST000977,2023-11-04,True,False,878,Android,0,1,0.267
DEV0000978,SIM0000978,CUST000978,2023-08-04,True,False,970,Android,0,1,0.16
DEV0000979,SIM0000979,CUST000979,2025-07-27,True,False,247,Android,0,1,0.117
DEV0000980,SIM0000980,CUST000980,2025-10-22,True,False,160,Android,0,1,0.198
DEV0000981,SIM0000981,CUST000981,2024-08-16,True,False,592,Android,0,1,0.064
DEV0000982,SIM0000982,CUST000982,2024-05-10,True,False,690,Android,0,1,0.068
DEV0000983,SIM0000983,CUST000983,2024-05-24,True,False,676,iOS,0,1,0.12
DEV0000984,SIM0000984,CUST000984,2024-06-27,True,False,642,Android,0,1,0.076
DEV0000985,SIM0000985,CUST000985,2025-08-08,True,False,235,Android,0,1,0.071
DEV0000986,SIM0000986,CUST000986,2025-06-01,True,False,303,Android,0,1,0.146
DEV0000987,SIM0000987,CUST000987,2025-12-12,True,False,109,Android,0,1,0.623
DEV0000988,SIM0000988,CUST000988,2025-12-19,True,False,102,Android,0,1,0.416
DEV0000989,SIM0000989,CUST000989,2025-02-12,True,False,412,Android,0,1,0.448
DEV0000990,SIM0000990,CUST000990,2025-03-08,True,False,388,Android,1,1,0.197
DEV0000991,SIM0000991,CUST000991,2024-07-18,True,False,621,Android,0,1,0.205
DEV0000992,SIM0000992,CUST000992,2025-08-10,True,False,233,Android,0,1,0.304
DEV0000993,SIM0000993,CUST000993,2025-09-02,True,False,210,Android,0,1,0.268
DEV0000994,SIM0000994,CUST000994,2025-06-17,True,False,287,Android,1,1,0.173
DEV0000995,SIM0000995,CUST000995,2025-03-27,True,False,369,Android,0,1,0.293
DEV0000996,SIM0000996,CUST000996,2025-07-19,True,False,255,Android,0,1,0.289
DEV0000997,SIM0000997,CUST000997,2025-07-18,True,False,256,Android,0,1,0.238
DEV0000998,SIM0000998,CUST000998,2025-05-22,True,False,313,Android,0,1,0.158
DEV0000999,SIM0000999,CUST000999,2025-12-17,True,False,104,Android,2,1,0.157
DEV0001000,SIM0001000,CUST001000,2025-09-23,True,False,189,Android,0,1,0.34
DEV0001001,SIM0001001,CUST001001,2025-07-10,True,False,264,Android,0,1,0.338
DEV0001002,SIM0001002,CUST001002,2022-11-05,True,False,1242,iOS,0,1,0.052
DEV0001003,SIM0001003,CUST001003,2025-10-25,True,False,157,Android,0,1,0.445
DEV0001004,SIM0001004,CUST001004,2025-01-30,True,False,425,Android,0,1,0.189
DEV0001005,SIM0001005,CUST001005,2025-11-12,True,False,139,Android,0,1,0.105
DEV0001006,SIM0001006,CUST001006,2025-04-03,True,False,362,iOS,0,1,0.364
DEV0001007,SIM0001007,CUST001007,2025-07-08,True,False,266,iOS,0,1,0.041
DEV0001008,SIM0001008,CUST001008,2024-11-11,True,False,505,Android,2,1,0.245
DEV0001009,SIM0001009,CUST001009,2025-08-02,True,False,241,Android,1,1,0.028
DEV0001010,SIM0001010,CUST001010,2025-04-07,True,False,358,Android,0,1,0.065
DEV0001011,SIM0001011,CUST001011,2025-08-29,True,False,214,Android,0,1,0.117
DEV0001012,SIM0001012,CUST001012,2023-09-04,True,False,939,Android,0,1,0.36
DEV0001013,SIM0001013,CUST001013,2025-11-14,True,False,137,Android,0,1,0.194
DEV0001014,SIM0001014,CUST001014,2022-11-30,True,False,1217,Android,1,1,0.185
DEV0001015,SIM0001015,CUST001015,2025-01-03,True,False,452,Android,0,1,0.116
DEV0001016,SIM0001016,CUST001016,2025-07-07,True,False,267,Android,0,1,0.209
DEV0001017,SIM0001017,CUST001017,2024-12-05,True,False,481,Android,0,1,0.16
DEV0001018,SIM0001018,CUST001018,2024-12-28,True,False,458,Android,0,1,0.283
DEV0001019,SIM0001019,CUST001019,2025-11-07,True,False,144,Android,0,1,0.375
DEV0001020,SIM0001020,CUST001020,2025-05-28,True,False,307,Android,0,1,0.301
DEV0001021,SIM0001021,CUST001021,2024-07-24,True,False,615,Android,0,1,0.22
DEV0001022,SIM0001022,CUST001022,2025-05-16,True,False,319,Android,0,1,0.097
DEV0001023,SIM0001023,CUST001023,2025-08-26,True,False,217,Android,1,1,0.07
DEV0001024,SIM0001024,CUST001024,2023-05-21,True,False,1045,Android,0,1,0.098
DEV0001025,SIM0001025,CUST001025,2024-06-15,True,False,654,iOS,0,1,0.228
DEV0001026,SIM0001026,CUST001026,2024-11-22,True,False,494,Android,0,1,0.054
DEV0001027,SIM0001027,CUST001027,2025-04-01,True,False,364,Android,0,1,0.147
DEV0001028,SIM0001028,CUST001028,2024-02-02,True,False,788,iOS,0,1,0.194
DEV0001029,SIM0001029,CUST001029,2024-04-09,True,False,721,Android,0,1,0.082
DEV0001030,SIM0001030,CUST001030,2021-09-25,True,False,1648,Android,1,1,0.497
DEV0001031,SIM0001031,CUST001031,2022-06-21,True,False,1379,iOS,0,1,0.181
DEV0001032,SIM0001032,CUST001032,2025-04-14,True,False,351,Android,0,1,0.048
DEV0001033,SIM0001033,CUST001033,2025-05-08,True,False,327,iOS,0,1,0.066
DEV0001034,SIM0001034,CUST001034,2024-01-16,True,False,805,Android,0,1,0.15
DEV0001035,SIM0001035,CUST001035,2025-09-27,True,False,185,Android,1,1,0.051
DEV0001036,SIM0001036,CUST001036,2025-12-11,True,False,110,Android,0,1,0.267
DEV0001037,SIM0001037,CUST001037,2021-02-19,True,False,1866,Android,0,1,0.1
DEV0001038,SIM0001038,CUST001038,2024-05-23,True,False,677,Android,0,1,0.28
DEV0001039,SIM0001039,CUST001039,2025-09-13,True,False,199,Android,0,1,0.602
DEV0001040,SIM0001040,CUST001040,2026-01-01,True,False,89,Android,0,1,0.078
DEV0001041,SIM0001041,CUST001041,2025-06-28,True,False,276,iOS,0,1,0.253
DEV0001042,SIM0001042,CUST001042,2024-09-02,True,False,575,Android,0,1,0.259
DEV0001043,SIM0001043,CUST001043,2023-03-23,True,False,1104,Android,0,1,0.069
DEV0001044,SIM0001044,CUST001044,2025-06-21,True,False,283,Android,0,1,0.171
DEV0001045,SIM0001045,CUST001045,2025-07-05,True,False,269,Android,0,1,0.345
DEV0001046,SIM0001046,CUST001046,2025-08-13,True,False,230,Android,0,1,0.091
DEV0001047,SIM0001047,CUST001047,2025-11-23,True,False,128,iOS,0,1,0.095
DEV0001048,SIM0001048,CUST001048,2025-06-14,True,False,290,Android,0,1,0.023
DEV0001049,SIM0001049,CUST001049,2025-08-18,True,False,225,Android,1,1,0.111
DEV0001050,SIM0001050,CUST001050,2025-09-06,True,False,206,Android,0,1,0.216
DEV0001051,SIM0001051,CUST001051,2024-06-08,True,False,661,Android,0,1,0.156
DEV0001052,SIM0001052,CUST001052,2024-07-22,True,False,617,Android,0,1,0.081
DEV0001053,SIM0001053,CUST001053,2025-11-09,True,False,142,Android,0,1,0.184
DEV0001054,SIM0001054,CUST001054,2025-02-18,True,False,406,Android,0,1,0.362
DEV0001055,SIM0001055,CUST001055,2024-10-06,True,False,541,Android,0,1,0.136
DEV0001056,SIM0001056,CUST001056,2024-04-02,True,False,728,Android,1,1,0.212
DEV0001057,SIM0001057,CUST001057,2021-08-30,True,False,1674,iOS,0,1,0.174
DEV0001058,SIM0001058,CUST001058,2024-09-12,True,False,565,Android,0,1,0.375
DEV0001059,SIM0001059,CUST001059,2025-05-27,True,False,308,Android,1,1,0.303
DEV0001060,SIM0001060,CUST001060,2023-12-12,True,False,840,Android,1,1,0.028
DEV0001061,SIM0001061,CUST001061,2025-10-10,True,False,172,Android,0,1,0.038
DEV0001062,SIM0001062,CUST001062,2025-09-04,True,False,208,Android,0,1,0.138
DEV0001063,SIM0001063,CUST001063,2025-03-23,True,False,373,Android,0,1,0.139
DEV0001064,SIM0001064,CUST001064,2024-07-01,True,False,638,Android,0,1,0.156
DEV0001065,SIM0001065,CUST001065,2025-05-14,True,False,321,Android,0,1,0.152
DEV0001066,SIM0001066,CUST001066,2025-04-28,True,False,337,Android,0,1,0.31
DEV0001067,SIM0001067,CUST001067,2025-02-12,True,False,412,Android,0,1,0.322
DEV0001068,SIM0001068,CUST001068,2024-11-11,True,False,505,Android,0,1,0.285
DEV0001069,SIM0001069,CUST001069,2025-03-05,True,False,391,Android,0,1,0.026
DEV0001070,SIM0001070,CUST001070,2024-04-17,True,False,713,Android,0,1,0.103
DEV0001071,SIM0001071,CUST001071,2025-06-19,True,False,285,Android,0,1,0.165
DEV0001072,SIM0001072,CUST001072,2023-11-28,True,False,854,Android,0,1,0.165
DEV0001073,SIM0001073,CUST001073,2025-11-25,True,False,126,Android,0,1,0.125
DEV0001074,SIM0001074,CUST001074,2025-05-07,True,False,328,Android,0,1,0.029
DEV0001075,SIM0001075,CUST001075,2025-02-26,True,False,398,Android,0,1,0.429
DEV0001076,SIM0001076,CUST001076,2021-09-07,True,False,1666,Android,0,1,0.056
DEV0001077,SIM0001077,CUST001077,2025-01-28,True,False,427,Android,0,1,0.032
DEV0001078,SIM0001078,CUST001078,2021-05-04,True,False,1792,Android,0,1,0.092
DEV0001079,SIM0001079,CUST001079,2023-10-31,True,False,882,Android,0,1,0.228
DEV0001080,SIM0001080,CUST001080,2025-05-31,True,False,304,Android,0,1,0.283
DEV0001081,SIM0001081,CUST001081,2024-04-25,True,False,705,Android,0,1,0.238
DEV0001082,SIM0001082,CUST001082,2025-06-23,True,False,281,Android,0,1,0.205
DEV0001083,SIM0001083,CUST001083,2024-03-22,True,False,739,Android,0,1,0.247
DEV0001084,SIM0001084,CUST001084,2025-10-18,True,False,164,Android,0,1,0.205
DEV0001085,SIM0001085,CUST001085,2022-07-30,True,False,1340,Android,1,1,0.425
DEV0001086,SIM0001086,CUST001086,2025-11-04,True,False,147,Android,1,1,0.401
DEV0001087,SIM0001087,CUST001087,2025-08-06,True,False,237,Android,0,1,0.139
DEV0001088,SIM0001088,CUST001088,2024-11-06,True,False,510,Android,0,1,0.307
DEV0001089,SIM0001089,CUST001089,2023-03-11,True,False,1116,Android,1,1,0.16
DEV0001090,SIM0001090,CUST001090,2025-12-23,True,False,98,Android,0,1,0.274
DEV0001091,SIM0001091,CUST001091,2025-12-25,True,False,96,Android,0,1,0.277
DEV0001092,SIM0001092,CUST001092,2023-09-13,True,False,930,Android,0,1,0.152
DEV0001093,SIM0001093,CUST001093,2025-03-19,True,False,377,iOS,0,1,0.124
DEV0001094,SIM0001094,CUST001094,2025-06-02,True,False,302,Android,0,1,0.204
DEV0001095,SIM0001095,CUST001095,2024-01-28,True,False,793,Android,0,1,0.166
DEV0001096,SIM0001096,CUST001096,2025-08-26,True,False,217,iOS,0,1,0.1
DEV0001097,SIM0001097,CUST001097,2025-12-04,True,False,117,Android,0,1,0.325
DEV0001098,SIM0001098,CUST001098,2025-09-23,True,False,189,Android,0,1,0.251
DEV0001099,SIM0001099,CUST001099,2024-10-14,True,False,533,Android,0,1,0.207
DEV0001100,SIM0001100,CUST001100,2024-11-01,True,False,515,Android,0,1,0.025
DEV0001101,SIM0001101,CUST001101,2025-06-06,True,False,298,Android,1,1,0.202
DEV0001102,SIM0001102,CUST001102,2022-09-18,True,False,1290,Android,0,1,0.134
DEV0001103,SIM0001103,CUST001103,2024-12-26,True,False,460,Android,0,1,0.105
DEV0001104,SIM0001104,CUST001104,2024-03-10,True,False,751,Android,0,1,0.346
DEV0001105,SIM0001105,CUST001105,2025-05-25,True,False,310,iOS,0,1,0.453
DEV0001106,SIM0001106,CUST001106,2025-09-27,True,False,185,Android,0,1,0.072
DEV0001107,SIM0001107,CUST001107,2025-05-08,True,False,327,Android,0,1,0.418
DEV0001108,SIM0001108,CUST001108,2025-04-01,True,False,364,Android,0,1,0.197
DEV0001109,SIM0001109,CUST001109,2024-03-07,True,False,754,Android,0,1,0.143
DEV0001110,SIM0001110,CUST001110,2025-10-31,True,False,151,iOS,0,1,0.086
DEV0001111,SIM0001111,CUST001111,2025-01-14,True,False,441,Android,1,1,0.071
DEV0001112,SIM0001112,CUST001112,2025-12-28,True,False,93,Android,1,1,0.391
DEV0001113,SIM0001113,CUST001113,2025-01-26,True,False,429,Android,0,1,0.05
DEV0001114,SIM0001114,CUST001114,2024-08-05,True,False,603,Android,0,1,0.127
DEV0001115,SIM0001115,CUST001115,2023-12-17,True,False,835,Android,0,1,0.457
DEV0001116,SIM0001116,CUST001116,2025-06-19,True,False,285,Android,0,1,0.06
DEV0001117,SIM0001117,CUST001117,2025-08-21,True,False,222,Android,0,1,0.169
DEV0001118,SIM0001118,CUST001118,2025-11-29,True,False,122,Android,0,1,0.634
DEV0001119,SIM0001119,CUST001119,2025-12-10,True,False,111,Android,0,1,0.108
DEV0001120,SIM0001120,CUST001120,2025-10-06,True,False,176,Android,0,1,0.472
DEV0001121,SIM0001121,CUST001121,2025-04-06,True,False,359,Android,0,1,0.093
DEV0001122,SIM0001122,CUST001122,2025-10-19,True,False,163,Android,1,1,0.334
DEV0001123,SIM0001123,CUST001123,2025-11-08,True,False,143,Android,0,1,0.303
DEV0001124,SIM0001124,CUST001124,2025-04-21,True,False,344,Android,0,1,0.119
DEV0001125,SIM0001125,CUST001125,2025-12-09,True,False,112,iOS,0,1,0.299
DEV0001126,SIM0001126,CUST001126,2025-04-18,True,False,347,iOS,0,1,0.497
DEV0001127,SIM0001127,CUST001127,2023-12-27,True,False,825,Android,1,1,0.124
DEV0001128,SIM0001128,CUST001128,2025-07-15,True,False,259,Android,0,1,0.302
DEV0001129,SIM0001129,CUST001129,2025-07-18,True,False,256,iOS,0,1,0.16
DEV0001130,SIM0001130,CUST001130,2025-06-04,True,False,300,Android,0,1,0.161
DEV0001131,SIM0001131,CUST001131,2025-01-15,True,False,440,Android,0,1,0.098
DEV0001132,SIM0001132,CUST001132,2024-10-30,True,False,517,Android,0,1,0.432
DEV0001133,SIM0001133,CUST001133,2025-11-09,True,False,142,Android,0,1,0.307
DEV0001134,SIM0001134,CUST001134,2025-02-02,True,False,422,Android,0,1,0.262
DEV0001135,SIM0001135,CUST001135,2025-12-31,True,False,90,Android,0,1,0.085
DEV0001136,SIM0001136,CUST001136,2025-07-31,True,False,243,Android,0,1,0.203
DEV0001137,SIM0001137,CUST001137,2025-11-21,True,False,130,Android,1,1,0.045
DEV0001138,SIM0001138,CUST001138,2025-01-21,True,False,434,Android,0,1,0.19
DEV0001139,SIM0001139,CUST001139,2024-06-17,True,False,652,iOS,0,1,0.293
DEV0001140,SIM0001140,CUST001140,2025-09-26,True,False,186,Android,0,1,0.386
DEV0001141,SIM0001141,CUST001141,2025-01-28,True,False,427,Android,0,1,0.251
DEV0001142,SIM0001142,CUST001142,2025-10-22,True,False,160,Android,0,1,0.272
DEV0001143,SIM0001143,CUST001143,2024-10-18,True,False,529,Android,0,1,0.144
DEV0001144,SIM0001144,CUST001144,2025-06-18,True,False,286,Android,0,1,0.17
DEV0001145,SIM0001145,CUST001145,2023-01-29,True,False,1157,Android,0,1,0.097
DEV0001146,SIM0001146,CUST001146,2025-07-30,True,False,244,iOS,0,1,0.049
DEV0001147,SIM0001147,CUST001147,2025-03-14,True,False,382,Android,0,1,0.098
DEV0001148,SIM0001148,CUST001148,2025-12-05,True,False,116,Android,0,1,0.262
DEV0001149,SIM0001149,CUST001149,2025-02-12,True,False,412,Android,0,1,0.089
DEV0001150,SIM0001150,CUST001150,2025-02-13,True,False,411,Android,0,1,0.205
DEV0001151,SIM0001151,CUST001151,2025-01-12,True,False,443,Android,0,1,0.136
DEV0001152,SIM0001152,CUST001152,2021-11-02,True,False,1610,Android,0,1,0.289
DEV0001153,SIM0001153,CUST001153,2025-07-19,True,False,255,Android,0,1,0.106
DEV0001154,SIM0001154,CUST001154,2025-12-11,True,False,110,Android,0,1,0.501
DEV0001155,SIM0001155,CUST001155,2025-08-09,True,False,234,iOS,0,1,0.201
DEV0001156,SIM0001156,CUST001156,2024-08-24,True,False,584,Android,0,1,0.204
DEV0001157,SIM0001157,CUST001157,2023-12-15,True,False,837,Android,0,1,0.31
DEV0001158,SIM0001158,CUST001158,2025-12-20,True,False,101,Android,0,1,0.017
DEV0001159,SIM0001159,CUST001159,2025-02-19,True,False,405,Android,0,1,0.074
DEV0001160,SIM0001160,CUST001160,2025-10-04,True,False,178,Android,0,1,0.222
DEV0001161,SIM0001161,CUST001161,2025-04-27,True,False,338,Android,0,1,0.067
DEV0001162,SIM0001162,CUST001162,2025-03-16,True,False,380,Android,0,1,0.188
DEV0001163,SIM0001163,CUST001163,2025-10-02,True,False,180,Android,0,1,0.056
DEV0001164,SIM0001164,CUST001164,2021-09-21,True,False,1652,Android,0,1,0.12
DEV0001165,SIM0001165,CUST001165,2024-09-04,True,False,573,Android,0,1,0.083
DEV0001166,SIM0001166,CUST001166,2024-04-13,True,False,717,Android,1,1,0.306
DEV0001167,SIM0001167,CUST001167,2024-03-06,True,False,755,Android,0,1,0.101
DEV0001168,SIM0001168,CUST001168,2025-04-18,True,False,347,Android,0,1,0.012
DEV0001169,SIM0001169,CUST001169,2022-06-06,True,False,1394,Android,0,1,0.137
DEV0001170,SIM0001170,CUST001170,2025-08-29,True,False,214,Android,0,1,0.156
DEV0001171,SIM0001171,CUST001171,2024-12-13,True,False,473,Android,2,1,0.277
DEV0001172,SIM0001172,CUST001172,2025-06-06,True,False,298,Android,0,1,0.494
DEV0001173,SIM0001173,CUST001173,2025-04-02,True,False,363,Android,0,1,0.097
DEV0001174,SIM0001174,CUST001174,2024-11-21,True,False,495,Android,0,1,0.107
DEV0001175,SIM0001175,CUST001175,2025-10-18,True,False,164,Android,0,1,0.053
DEV0001176,SIM0001176,CUST001176,2025-10-04,True,False,178,Android,0,1,0.085
DEV0001177,SIM0001177,CUST001177,2025-06-06,True,False,298,Android,0,1,0.029
DEV0001178,SIM0001178,CUST001178,2025-11-23,True,False,128,Android,0,1,0.087
DEV0001179,SIM0001179,CUST001179,2025-05-12,True,False,323,Android,0,1,0.327
DEV0001180,SIM0001180,CUST001180,2025-01-17,True,False,438,Android,0,1,0.337
DEV0001181,SIM0001181,CUST001181,2023-05-11,True,False,1055,iOS,0,1,0.439
DEV0001182,SIM0001182,CUST001182,2023-08-01,True,False,973,iOS,0,1,0.237
DEV0001183,SIM0001183,CUST001183,2025-05-04,True,False,331,Android,0,1,0.42
DEV0001184,SIM0001184,CUST001184,2024-09-13,True,False,564,Android,0,1,0.061
DEV0001185,SIM0001185,CUST001185,2025-05-07,True,False,328,Android,0,1,0.127
DEV0001186,SIM0001186,CUST001186,2025-07-27,True,False,247,Android,1,1,0.268
DEV0001187,SIM0001187,CUST001187,2025-03-25,True,False,371,Android,0,1,0.128
DEV0001188,SIM0001188,CUST001188,2025-08-18,True,False,225,iOS,0,1,0.186
DEV0001189,SIM0001189,CUST001189,2025-07-22,True,False,252,Android,0,1,0.262
DEV0001190,SIM0001190,CUST001190,2025-11-26,True,False,125,Android,1,1,0.299
DEV0001191,SIM0001191,CUST001191,2025-09-23,True,False,189,Android,0,1,0.026
DEV0001192,SIM0001192,CUST001192,2025-04-03,True,False,362,Android,0,1,0.045
DEV0001193,SIM0001193,CUST001193,2024-07-24,True,False,615,iOS,0,1,0.455
DEV0001194,SIM0001194,CUST001194,2025-11-20,True,False,131,Android,0,1,0.231
DEV0001195,SIM0001195,CUST001195,2023-08-21,True,False,953,Android,0,1,0.464
DEV0001196,SIM0001196,CUST001196,2024-03-09,True,False,752,Android,0,1,0.041
DEV0001197,SIM0001197,CUST001197,2025-09-29,True,False,183,Android,0,1,0.273
DEV0001198,SIM0001198,CUST001198,2024-06-07,True,False,662,Android,0,1,0.082
DEV0001199,SIM0001199,CUST001199,2025-07-15,True,False,259,Android,0,1,0.203
DEV0001200,SIM0001200,CUST001200,2024-09-24,True,False,553,Android,0,1,0.071
DEV0001201,SIM0001201,CUST001201,2025-03-26,True,False,370,iOS,0,1,0.583
DEV0001202,SIM0001202,CUST001202,2025-06-05,True,False,299,Android,0,1,0.654
DEV0001203,SIM0001203,CUST001203,2023-09-18,True,False,925,Android,0,1,0.275
DEV0001204,SIM0001204,CUST001204,2025-12-29,True,False,92,Android,0,1,0.119
DEV0001205,SIM0001205,CUST001205,2025-08-15,True,False,228,Android,0,1,0.035
DEV0001206,SIM0001206,CUST001206,2025-03-23,True,False,373,Android,0,1,0.159
DEV0001207,SIM0001207,CUST001207,2025-12-03,True,False,118,Android,0,1,0.203
DEV0001208,SIM0001208,CUST001208,2025-06-10,True,False,294,Android,1,1,0.208
DEV0001209,SIM0001209,CUST001209,2024-01-27,True,False,794,Android,0,1,0.123
DEV0001210,SIM0001210,CUST001210,2025-09-19,True,False,193,Android,0,1,0.234
DEV0001211,SIM0001211,CUST001211,2025-06-24,True,False,280,Android,0,1,0.066
DEV0001212,SIM0001212,CUST001212,2024-12-04,True,False,482,Android,0,1,0.108
DEV0001213,SIM0001213,CUST001213,2023-10-04,True,False,909,Android,0,1,0.232
DEV0001214,SIM0001214,CUST001214,2022-08-13,True,False,1326,Android,0,1,0.11
DEV0001215,SIM0001215,CUST001215,2024-09-20,True,False,557,Android,0,1,0.034
DEV0001216,SIM0001216,CUST001216,2025-11-18,True,False,133,iOS,0,1,0.118
DEV0001217,SIM0001217,CUST001217,2024-12-06,True,False,480,Android,0,1,0.192
DEV0001218,SIM0001218,CUST001218,2025-04-27,True,False,338,Android,0,1,0.305
DEV0001219,SIM0001219,CUST001219,2024-07-18,True,False,621,Android,0,1,0.264
DEV0001220,SIM0001220,CUST001220,2025-10-24,True,False,158,Android,0,1,0.164
